SetID,Time of Application,State,Monthly Net Income,Paycheck Net Income,Rent or Own,Months at Residence,Bank Account Months,Pay Cycle,Loan Amount,Loan Funded Date,Loan Due Date,First Payment Default
739,2018-03-19T18:10:44Z,CA,2100,2100,O,27,36,Monthly,300,19-03-2018,30-03-2018,FALSE
1683,2018-02-13T11:47:00Z,TX,3000,3000,R,36,30,Monthly,642.05,13-02-2018,28-02-2018,FALSE
1207,2018-03-01T15:47:11Z,CA,5200,5200,R,119,6,Monthly,235.3,01-03-2018,30-03-2018,FALSE
1624,2018-02-14T14:20:00Z,TX,12000,6000,R,60,60,BiMonthly,641.23,14-02-2018,23-02-2018,TRUE
1963,2018-02-01T12:06:00Z,CA,2876,719,R,243,36,Weekly,300,01-02-2018,09-02-2018,FALSE
1601,2018-02-14T18:47:00Z,TX,11400,5700,R,60,36,BiWeekly,641.23,14-02-2018,23-02-2018,FALSE
1455,2018-02-21T11:03:56Z,TX,6500,6500,R,12,30,Monthly,641.23,21-02-2018,02-03-2018,TRUE
756,2018-03-19T14:18:00Z,CA,2600,1300,R,36,9,Weekly,300,19-03-2018,30-03-2018,FALSE
724,2018-03-20T10:02:11Z,CA,1900,1900,R,35,36,Monthly,300,20-03-2018,18-04-2018,FALSE
1134,2018-03-05T08:27:59Z,CA,7000,3500,O,108,6,BiWeekly,117.65,05-03-2018,23-03-2018,FALSE
47,2018-04-09T11:30:31Z,CA,6000,6000,R,60,60,Monthly,235.3,09-04-2018,30-04-2018,FALSE
1898,2018-02-05T10:51:00Z,CA,3470,1735,O,51,36,BiMonthly,300,05-02-2018,14-02-2018,FALSE
1243,2018-02-28T14:55:48Z,CA,4200,2100,R,38,36,BiWeekly,235.3,28-02-2018,09-03-2018,FALSE
88,2018-04-07T19:31:58Z,CA,5000,2500,R,48,12,BiMonthly,235.3,07-04-2018,27-04-2018,FALSE
891,2018-03-14T11:29:33Z,TX,2000,2000,R,24,24,Monthly,644.24,16-03-2018,14-04-2018,TRUE
7,2018-04-09T20:07:10Z,CA,1500,1500,R,12,6,Monthly,117.65,10-04-2018,01-05-2018,FALSE
1074,2018-03-06T18:31:42Z,TX,11000,5500,R,24,24,BiWeekly,642.32,06-03-2018,23-03-2018,TRUE
1869,2018-02-05T15:31:00Z,CA,3000,3000,R,54,16,Monthly,294.12,05-02-2018,21-02-2018,FALSE
1730,2018-02-12T14:51:00Z,CA,3000,3000,R,12,12,Monthly,117.65,12-02-2018,05-03-2018,FALSE
1891,2018-02-05T12:30:00Z,TX,1500,1500,R,96,6,Monthly,384.82,05-02-2018,15-02-2018,FALSE
833,2018-03-15T20:54:33Z,CA,6000,3000,R,12,6,BiWeekly,117.65,21-03-2018,30-03-2018,FALSE
542,2018-03-26T12:17:55Z,CA,6500,6500,R,12,12,Monthly,235.3,26-03-2018,26-04-2018,FALSE
1195,2018-03-01T19:26:11Z,CA,2342,1171,R,50,36,BiWeekly,300,01-03-2018,09-03-2018,FALSE
1233,2018-02-28T22:19:12Z,CA,4600,2300,R,179,12,BiWeekly,300,01-03-2018,15-03-2018,FALSE
395,2018-03-29T18:21:03Z,TX,6500,6500,R,12,30,Monthly,643.83,30-03-2018,26-04-2018,FALSE
895,2018-03-14T10:30:37Z,TX,13000,6500,R,12,30,BiWeekly,384.73,14-03-2018,23-03-2018,FALSE
5,2018-04-09T20:30:31Z,CA,9980,2495,R,25,36,Weekly,300,10-04-2018,20-04-2018,TRUE
1139,2018-03-04T19:59:45Z,CA,2400,1200,R,34,36,BiWeekly,294.13,05-03-2018,23-03-2018,TRUE
1242,2018-02-28T15:08:08Z,TX,264,264,R,36,36,Monthly,117.65,28-02-2018,30-03-2018,FALSE
426,2018-03-29T10:16:39Z,TX,5000,2500,R,36,6,BiWeekly,641.09,29-03-2018,06-04-2018,FALSE
1039,2018-03-08T13:01:26Z,TX,952,476,O,194,36,BiMonthly,321.01,08-03-2018,23-03-2018,FALSE
555,2018-03-26T09:16:32Z,CA,3184,1592,R,3,36,BiWeekly,300,26-03-2018,05-04-2018,FALSE
1623,2018-02-14T14:22:00Z,CA,5000,5000,O,12,6,Monthly,117.65,16-02-2018,01-03-2018,TRUE
369,2018-03-30T22:09:21Z,CA,2300,1150,R,62,36,BiWeekly,147.06,02-04-2018,19-04-2018,FALSE
1831,2018-02-07T12:57:00Z,CA,2470,1235,R,47,30,BiMonthly,300,08-02-2018,16-02-2018,FALSE
1518,2018-02-19T12:15:19Z,CA,2200,1100,R,114,30,BiWeekly,300,19-02-2018,02-03-2018,TRUE
352,2018-04-01T11:56:45Z,CA,3000,3000,R,12,6,Monthly,300,04-04-2018,30-04-2018,FALSE
96,2018-04-07T14:49:56Z,CA,3500,1750,R,36,12,BiWeekly,235.3,07-04-2018,27-04-2018,FALSE
906,2018-03-13T18:51:57Z,TX,12000,6000,R,60,36,BiWeekly,641.36,13-03-2018,23-03-2018,TRUE
324,2018-04-02T11:17:24Z,TX,6500,6500,R,60,30,Monthly,515.28,02-04-2018,02-05-2018,FALSE
1330,2018-02-26T15:00:27Z,CA,2196,1098,R,4,36,BiWeekly,300,26-02-2018,09-03-2018,FALSE
1625,2018-02-14T14:13:00Z,CA,7000,3500,R,12,6,BiWeekly,117.65,16-02-2018,07-03-2018,TRUE
1559,2018-02-15T16:32:16Z,TX,12000,6000,R,60,60,BiMonthly,641.09,15-02-2018,23-02-2018,TRUE
454,2018-03-28T12:19:28Z,TX,5000,2500,R,12,30,BiWeekly,642.19,28-03-2018,13-04-2018,FALSE
1101,2018-03-05T18:03:45Z,CA,3000,3000,O,0,6,Monthly,117.65,09-03-2018,30-03-2018,FALSE
1759,2018-02-12T09:41:00Z,CA,3400,850,R,9,36,Weekly,300,12-02-2018,23-02-2018,FALSE
1157,2018-03-03T15:35:49Z,TX,1500,1500,O,48,6,Monthly,641.64,03-03-2018,15-03-2018,FALSE
196,2018-04-05T08:24:48Z,TX,3500,3500,R,24,24,Monthly,514.84,05-04-2018,01-05-2018,TRUE
1322,2018-02-26T16:12:45Z,CA,10000,5000,R,24,9,BiWeekly,235.3,26-02-2018,16-03-2018,FALSE
414,2018-03-29T12:47:21Z,CA,1612,806,R,277,36,BiWeekly,300,29-03-2018,19-04-2018,FALSE
1365,2018-02-24T18:02:34Z,CA,3000,3000,R,36,36,Monthly,117.65,28-02-2018,27-03-2018,FALSE
1533,2018-02-17T04:08:07Z,CA,2500,1250,O,278,30,BiWeekly,300,17-02-2018,09-03-2018,FALSE
1529,2018-02-17T13:51:18Z,CA,1688,844,R,269,6,BiMonthly,300,17-02-2018,08-03-2018,FALSE
872,2018-03-14T17:52:57Z,CA,12000,6000,R,104,15,BiWeekly,300,14-03-2018,23-03-2018,FALSE
40,2018-04-09T12:27:10Z,CA,3600,1800,R,13,36,BiMonthly,300,09-04-2018,20-04-2018,FALSE
1380,2018-02-23T16:26:45Z,CA,7000,3500,R,24,12,BiWeekly,235.3,01-03-2018,16-03-2018,TRUE
1790,2018-02-09T09:44:00Z,CA,1592,398,R,160,36,Weekly,176.47,09-02-2018,23-02-2018,FALSE
1436,2018-02-21T18:42:44Z,CA,1302,651,R,30,36,BiWeekly,300,21-02-2018,08-03-2018,FALSE
1908,2018-02-04T22:15:00Z,CA,3324,1662,R,108,36,BiWeekly,300,05-02-2018,14-02-2018,FALSE
783,2018-03-18T17:09:23Z,CA,3000,1500,R,36,6,BiWeekly,117.65,18-03-2018,06-04-2018,FALSE
1131,2018-03-05T10:39:37Z,TX,3000,3000,R,12,12,Monthly,257.15,05-03-2018,26-03-2018,FALSE
945,2018-03-12T16:29:45Z,CA,1500,1500,R,12,6,Monthly,117.65,14-03-2018,03-04-2018,TRUE
1833,2018-02-06T17:24:00Z,CA,1800,900,R,74,36,Monthly,264.71,08-02-2018,01-03-2018,FALSE
652,2018-03-22T14:39:35Z,TX,2000,2000,R,12,12,Monthly,384.65,22-03-2018,30-03-2018,FALSE
1969,2018-02-01T02:59:00Z,CA,2200,1100,R,38,36,BiMonthly,300,01-02-2018,20-02-2018,FALSE
210,2018-04-04T16:34:38Z,CA,5000,5000,R,60,36,Monthly,117.65,04-04-2018,26-04-2018,FALSE
627,2018-03-23T10:22:06Z,CA,5000,2500,R,48,36,BiWeekly,235.3,23-03-2018,11-04-2018,TRUE
1072,2018-03-06T19:12:39Z,CA,13000,6500,R,36,30,BiWeekly,235.3,07-03-2018,23-03-2018,TRUE
678,2018-03-21T16:00:03Z,CA,743,743,R,53,36,Monthly,235.3,21-03-2018,30-03-2018,FALSE
536,2018-03-26T13:04:42Z,TX,5000,2500,R,12,6,BiWeekly,385.23,29-03-2018,13-04-2018,FALSE
818,2018-03-16T15:21:13Z,TX,25000,12500,R,36,6,BiWeekly,642.6,16-03-2018,04-04-2018,FALSE
273,2018-04-03T10:21:42Z,TX,5584,2792,R,54,6,BiWeekly,642.32,03-04-2018,20-04-2018,FALSE
1476,2018-02-20T15:49:50Z,CA,2782,1391,R,66,36,BiWeekly,300,20-02-2018,01-03-2018,FALSE
1355,2018-02-25T18:34:22Z,CA,6000,3000,R,60,12,BiWeekly,117.65,25-02-2018,09-03-2018,TRUE
852,2018-03-15T11:23:29Z,TX,9750,4875,R,24,12,BiWeekly,256.38,15-03-2018,22-03-2018,FALSE
117,2018-04-06T18:42:26Z,CA,5000,2500,R,12,12,BiWeekly,235.3,06-04-2018,20-04-2018,FALSE
1265,2018-02-27T19:05:02Z,CA,2500,2500,R,75,36,Monthly,300,27-02-2018,27-03-2018,TRUE
13,2018-04-09T17:46:39Z,CA,3000,3000,O,12,6,Monthly,117.65,11-04-2018,03-05-2018,FALSE
1021,2018-03-08T17:49:00Z,CA,2500,2500,R,12,6,Monthly,117.65,08-03-2018,02-04-2018,TRUE
1514,2018-02-19T14:52:15Z,CA,3500,3500,O,36,6,Monthly,117.65,19-02-2018,09-03-2018,FALSE
1373,2018-02-24T10:36:49Z,TX,2271,2271,R,36,6,Monthly,642.6,24-02-2018,15-03-2018,FALSE
568,2018-03-25T13:02:56Z,CA,3000,1500,R,96,6,Weekly,235.3,25-03-2018,09-04-2018,FALSE
1446,2018-02-21T16:44:29Z,TX,1500,1500,R,24,6,Monthly,384.98,21-02-2018,05-03-2018,FALSE
318,2018-04-02T12:11:57Z,CA,4000,4000,R,48,6,Monthly,117.65,02-04-2018,02-05-2018,FALSE
1684,2018-02-13T11:27:00Z,TX,4250,2125,R,40,92,BiWeekly,513.64,13-02-2018,28-02-2018,FALSE
1582,2018-02-15T12:02:22Z,CA,1500,1500,R,12,6,Monthly,117.65,15-02-2018,01-03-2018,FALSE
1001,2018-03-09T15:35:48Z,TX,7000,3500,R,36,36,BiWeekly,640.95,09-03-2018,16-03-2018,FALSE
162,2018-04-05T16:07:29Z,CA,2500,2500,R,36,36,Monthly,117.65,05-04-2018,01-05-2018,FALSE
881,2018-03-14T15:02:39Z,CA,2000,2000,R,60,60,Monthly,235.3,14-03-2018,03-04-2018,TRUE
341,2018-04-01T21:48:06Z,CA,4000,4000,R,12,6,Monthly,117.65,04-04-2018,13-04-2018,FALSE
1921,2018-02-03T10:32:00Z,CA,1891,1891,R,51,36,Monthly,300,03-02-2018,01-03-2018,FALSE
809,2018-03-16T21:51:28Z,CA,2062,1031,R,39,30,BiMonthly,300,19-03-2018,30-03-2018,FALSE
301,2018-04-02T15:16:39Z,CA,1120,560,R,17,15,BiWeekly,300,02-04-2018,13-04-2018,FALSE
208,2018-04-04T17:01:40Z,CA,5000,2500,R,12,12,BiWeekly,235.3,04-04-2018,13-04-2018,FALSE
1600,2018-02-14T19:05:00Z,CA,6000,3000,R,12,12,BiMonthly,300,14-02-2018,05-03-2018,FALSE
1280,2018-02-27T14:10:31Z,CA,2200,2200,R,6,36,Monthly,300,27-02-2018,20-03-2018,FALSE
203,2018-04-04T18:03:13Z,CA,1600,400,R,147,36,Weekly,300,04-04-2018,13-04-2018,FALSE
1031,2018-03-08T14:41:19Z,CA,4500,4500,R,60,36,Monthly,294.12,08-03-2018,02-04-2018,FALSE
1480,2018-02-20T14:23:01Z,TX,4500,4500,R,76,76,Monthly,641.23,21-02-2018,01-03-2018,FALSE
1888,2018-02-05T13:27:00Z,CA,2500,2500,R,83,36,Monthly,300,05-02-2018,05-03-2018,FALSE
1184,2018-03-02T14:13:26Z,TX,10500,5250,R,108,48,BiWeekly,256.38,02-03-2018,09-03-2018,FALSE
1558,2018-02-15T16:40:13Z,CA,1210,605,R,12,36,BiWeekly,300,15-02-2018,08-03-2018,FALSE
1515,2018-02-19T14:32:23Z,CA,2280,1140,R,37,12,BiWeekly,300,19-02-2018,09-03-2018,FALSE
1886,2018-02-05T13:35:00Z,CA,7000,3500,R,108,6,BiWeekly,117.65,07-02-2018,23-02-2018,FALSE
1472,2018-02-20T16:25:31Z,TX,5000,5000,R,120,30,Monthly,644.24,20-02-2018,23-03-2018,TRUE
1065,2018-03-07T11:03:44Z,CA,4500,4500,O,12,6,Monthly,117.65,07-03-2018,03-04-2018,FALSE
1075,2018-03-06T18:02:17Z,CA,1500,1500,R,12,6,Monthly,117.65,06-03-2018,05-04-2018,TRUE
465,2018-03-28T08:40:18Z,TX,4500,4500,O,108,6,Monthly,644.24,30-03-2018,28-04-2018,FALSE
280,2018-04-03T03:47:12Z,CA,3000,3000,O,131,36,Monthly,294.12,03-04-2018,30-04-2018,FALSE
1256,2018-02-28T10:42:42Z,CA,2500,2500,R,89,35,Monthly,294.12,28-02-2018,30-03-2018,TRUE
1646,2018-02-13T17:36:00Z,CA,2400,1200,R,66,30,BiWeekly,300,13-02-2018,23-02-2018,TRUE
1961,2018-02-01T12:48:00Z,CA,868,434,R,23,36,BiWeekly,264.71,01-02-2018,16-02-2018,FALSE
457,2018-03-28T11:50:13Z,CA,6500,3250,R,12,6,BiWeekly,235.3,28-03-2018,13-04-2018,FALSE
1569,2018-02-15T14:49:38Z,CA,7000,3500,O,36,6,BiWeekly,117.65,15-02-2018,23-02-2018,FALSE
415,2018-03-29T12:47:03Z,CA,1562,781,R,252,36,BiWeekly,300,29-03-2018,17-04-2018,FALSE
1007,2018-03-09T12:44:46Z,CA,1000,1000,R,60,6,Monthly,117.65,09-03-2018,02-04-2018,TRUE
22,2018-04-09T16:08:02Z,CA,3000,1500,R,12,12,BiWeekly,235.3,09-04-2018,20-04-2018,TRUE
1293,2018-02-27T12:04:38Z,CA,3000,1500,O,240,36,BiWeekly,300,27-02-2018,09-03-2018,FALSE
526,2018-03-26T14:58:48Z,TX,6500,6500,R,12,30,Monthly,514.41,26-03-2018,17-04-2018,FALSE
1564,2018-02-15T15:33:30Z,CA,5000,5000,R,84,6,Monthly,117.65,15-02-2018,28-02-2018,FALSE
1950,2018-02-01T16:51:00Z,CA,6000,3000,R,12,9,BiWeekly,235.3,01-02-2018,16-02-2018,FALSE
1883,2018-02-05T13:49:00Z,CA,2451,2451,R,50,12,Monthly,235.3,05-02-2018,01-03-2018,TRUE
513,2018-03-26T20:03:36Z,CA,1960,980,R,18,15,BiWeekly,300,27-03-2018,06-04-2018,FALSE
1917,2018-02-03T19:13:00Z,CA,900,450,R,24,36,BiWeekly,294.12,03-02-2018,23-02-2018,FALSE
1191,2018-03-02T09:32:45Z,CA,4776,2388,R,99,36,BiWeekly,235.3,02-03-2018,22-03-2018,FALSE
142,2018-04-06T10:40:21Z,CA,5000,2500,R,24,24,BiWeekly,235.3,06-04-2018,19-04-2018,FALSE
459,2018-03-28T11:37:35Z,CA,1862,931,R,228,15,BiMonthly,300,28-03-2018,10-04-2018,FALSE
1003,2018-03-09T14:46:36Z,CA,836,836,R,39,36,Monthly,205.89,09-03-2018,03-04-2018,TRUE
1083,2018-03-06T14:49:00Z,CA,1506,753,R,67,36,BiWeekly,235.3,06-03-2018,16-03-2018,TRUE
1060,2018-03-07T13:57:47Z,CA,2200,1100,R,137,6,BiWeekly,300,07-03-2018,23-03-2018,FALSE
888,2018-03-14T12:02:07Z,CA,2400,600,R,15,36,Weekly,300,14-03-2018,28-03-2018,FALSE
1626,2018-02-14T14:05:00Z,CA,5000,2500,R,12,30,BiWeekly,117.65,14-02-2018,23-02-2018,FALSE
1158,2018-03-03T15:01:33Z,CA,1348,337,R,51,36,Weekly,205.88,03-03-2018,16-03-2018,FALSE
1650,2018-02-13T17:01:00Z,CA,10000,5000,R,60,18,BiWeekly,117.65,13-02-2018,21-02-2018,FALSE
1394,2018-02-23T11:22:35Z,CA,10000,5000,R,60,48,BiWeekly,117.65,28-02-2018,12-03-2018,FALSE
842,2018-03-15T15:30:52Z,TX,2500,2500,R,60,12,Monthly,386.54,15-03-2018,15-04-2018,FALSE
734,2018-03-19T20:26:50Z,CA,70,70,R,58,9,Monthly,117.65,20-03-2018,13-04-2018,TRUE
1327,2018-02-26T15:33:27Z,TX,12000,6000,R,60,36,BiWeekly,513.2,26-02-2018,09-03-2018,TRUE
1395,2018-02-23T11:18:44Z,CA,9000,4500,R,15,300,BiWeekly,235.3,23-02-2018,09-03-2018,FALSE
982,2018-03-10T15:45:44Z,CA,1880,470,R,120,36,Weekly,300,10-03-2018,22-03-2018,FALSE
886,2018-03-14T12:18:03Z,TX,3000,1500,R,12,6,BiWeekly,641.23,14-03-2018,23-03-2018,FALSE
1991,2018-01-31T16:10:00Z,CA,6200,3100,R,354,36,BiMonthly,300,31-01-2018,09-02-2018,FALSE
373,2018-03-30T18:01:09Z,CA,4500,2250,R,84,6,BiWeekly,117.65,30-03-2018,19-04-2018,FALSE
153,2018-04-05T18:35:53Z,CA,910,910,R,18,30,Monthly,294.12,06-04-2018,01-05-2018,FALSE
1005,2018-03-09T14:30:32Z,CA,2620,2620,R,73,36,Monthly,300,09-03-2018,03-04-2018,FALSE
2,2018-04-09T22:49:53Z,CA,2000,1000,R,12,6,BiWeekly,117.65,10-04-2018,27-04-2018,FALSE
115,2018-04-06T19:00:11Z,CA,1730,1730,R,71,30,Monthly,300,06-04-2018,01-05-2018,FALSE
620,2018-03-23T12:27:25Z,TX,3500,1750,R,120,9,BiMonthly,640.95,23-03-2018,30-03-2018,TRUE
518,2018-03-26T16:57:52Z,CA,4500,4500,O,108,6,Monthly,117.65,26-03-2018,05-04-2018,FALSE
1639,2018-02-14T09:12:00Z,TX,10000,5000,R,24,30,BiWeekly,641.23,14-02-2018,23-02-2018,FALSE
1024,2018-03-08T16:52:53Z,TX,10000,5000,R,60,30,BiMonthly,642.05,08-03-2018,23-03-2018,FALSE
1743,2018-02-12T12:08:00Z,TX,5000,2500,R,36,30,BiMonthly,641.5,12-02-2018,23-02-2018,FALSE
1708,2018-02-12T17:28:00Z,TX,8000,4000,R,12,12,BiMonthly,385.31,12-02-2018,28-02-2018,FALSE
577,2018-03-24T20:52:25Z,CA,2000,2000,R,48,6,Monthly,117.65,25-03-2018,11-04-2018,FALSE
1882,2018-02-05T13:50:00Z,CA,1880,940,R,93,3,BiWeekly,300,05-02-2018,23-02-2018,FALSE
1606,2018-02-14T17:41:00Z,CA,3600,1800,R,84,36,BiMonthly,300,14-02-2018,28-02-2018,TRUE
1609,2018-02-14T17:21:00Z,CA,15000,15000,R,76,113,Monthly,235.3,14-02-2018,02-03-2018,FALSE
1812,2018-02-08T13:38:00Z,CA,10200,5100,R,36,36,BiWeekly,235.3,08-02-2018,16-02-2018,FALSE
1966,2018-02-01T09:32:00Z,TX,1900,950,R,26,36,BiWeekly,128.41,01-02-2018,16-02-2018,FALSE
1456,2018-02-21T11:03:08Z,CA,5130,2565,R,13,36,BiWeekly,300,21-02-2018,02-03-2018,FALSE
560,2018-03-25T17:37:56Z,CA,2000,1000,R,12,18,BiWeekly,117.65,26-03-2018,06-04-2018,FALSE
1555,2018-02-15T17:05:01Z,CA,2000,1000,R,12,6,BiWeekly,117.65,15-02-2018,28-02-2018,TRUE
1509,2018-02-19T16:28:21Z,TX,10000,5000,O,60,6,BiWeekly,642.46,19-02-2018,09-03-2018,TRUE
1403,2018-02-22T18:13:54Z,CA,7000,3500,R,16,12,BiWeekly,235.3,22-02-2018,07-03-2018,FALSE
86,2018-04-07T20:50:24Z,CA,2048,1024,R,28,36,BiWeekly,300,08-04-2018,20-04-2018,FALSE
1012,2018-03-09T10:52:43Z,TX,3060,1530,R,51,30,BiWeekly,641.5,09-03-2018,20-03-2018,FALSE
1427,2018-02-22T10:57:49Z,TX,13000,6500,R,12,24,BiWeekly,642.05,22-02-2018,09-03-2018,TRUE
1481,2018-02-20T14:22:10Z,CA,1500,1500,R,12,6,Monthly,117.65,20-02-2018,28-02-2018,TRUE
8,2018-04-09T20:05:30Z,CA,1362,1362,R,41,36,Monthly,300,10-04-2018,04-05-2018,FALSE
1638,2018-02-14T10:17:00Z,TX,12000,6000,R,60,60,BiMonthly,641.23,14-02-2018,23-02-2018,FALSE
1799,2018-02-08T17:24:00Z,TX,6000,3000,R,12,24,BiWeekly,641.91,08-02-2018,22-02-2018,FALSE
731,2018-03-19T23:26:26Z,CA,1000,1000,R,48,6,Monthly,117.65,20-03-2018,02-04-2018,FALSE
1918,2018-02-03T18:42:00Z,CA,2668,1334,R,60,30,BiWeekly,300,03-02-2018,21-02-2018,FALSE
535,2018-03-26T13:27:27Z,TX,3500,1750,R,24,24,BiWeekly,256.6,26-03-2018,06-04-2018,FALSE
1228,2018-03-01T10:26:18Z,CA,6000,3000,R,12,12,BiMonthly,235.3,01-03-2018,23-03-2018,FALSE
268,2018-04-03T11:25:10Z,CA,3000,1500,R,12,6,BiWeekly,117.65,03-04-2018,13-04-2018,FALSE
241,2018-04-03T19:41:04Z,CA,2500,1250,R,42,15,BiWeekly,300,03-04-2018,13-04-2018,FALSE
374,2018-03-30T17:33:04Z,CA,3000,3000,R,60,60,Monthly,300,04-04-2018,16-04-2018,FALSE
1411,2018-02-22T14:11:25Z,CA,3500,3500,R,12,6,Monthly,235.3,22-02-2018,25-03-2018,TRUE
1655,2018-02-13T16:07:00Z,CA,2822,1411,R,28,36,BiWeekly,300,13-02-2018,21-02-2018,TRUE
84,2018-04-08T08:48:20Z,TX,5000,2500,R,120,18,BiWeekly,385.56,08-04-2018,27-04-2018,TRUE
195,2018-04-05T08:32:23Z,TX,2500,1250,R,120,30,BiWeekly,256.43,05-04-2018,13-04-2018,FALSE
704,2018-03-20T16:33:17Z,TX,4500,4500,R,36,60,Monthly,641.36,21-03-2018,30-03-2018,FALSE
1338,2018-02-26T13:08:42Z,TX,12000,6000,R,60,60,BiWeekly,641.5,26-02-2018,09-03-2018,FALSE
258,2018-04-03T13:16:40Z,CA,2000,1000,R,12,6,BiWeekly,117.65,03-04-2018,20-04-2018,FALSE
1348,2018-02-26T10:56:35Z,CA,3000,3000,R,36,60,Monthly,235.3,26-02-2018,09-03-2018,FALSE
407,2018-03-29T14:45:20Z,TX,4500,2250,R,36,53,BiMonthly,641.78,03-04-2018,16-04-2018,TRUE
1543,2018-02-16T05:20:56Z,CA,1980,990,R,30,15,BiMonthly,300,16-02-2018,02-03-2018,TRUE
1819,2018-02-08T12:01:00Z,CA,2200,1100,R,24,15,BiWeekly,300,08-02-2018,16-02-2018,FALSE
102,2018-04-07T13:18:54Z,CA,2200,1100,R,12,36,BiWeekly,300,07-04-2018,27-04-2018,FALSE
1006,2018-03-09T13:31:49Z,TX,2500,2500,R,12,6,Monthly,642.87,09-03-2018,30-03-2018,TRUE
1987,2018-01-31T17:06:00Z,TX,2000,2000,R,24,24,Monthly,515.28,31-01-2018,02-03-2018,FALSE
1981,2018-01-31T18:25:00Z,CA,7242,3621,O,19,15,BiWeekly,300,31-01-2018,16-02-2018,FALSE
1429,2018-02-22T10:15:41Z,TX,2000,2000,R,60,60,Monthly,644.24,22-02-2018,25-03-2018,FALSE
1334,2018-02-26T13:43:47Z,TX,4500,4500,O,108,6,Monthly,642.32,26-02-2018,15-03-2018,FALSE
1359,2018-02-25T15:49:58Z,CA,530,530,R,67,6,Monthly,176.47,25-02-2018,16-03-2018,FALSE
1681,2018-02-13T12:02:00Z,TX,8000,4000,R,60,60,BiWeekly,513.09,13-02-2018,23-02-2018,TRUE
663,2018-03-22T12:46:27Z,TX,1500,750,R,12,6,BiWeekly,641.09,22-03-2018,30-03-2018,TRUE
232,2018-04-04T09:18:53Z,TX,3500,3500,R,12,6,Monthly,641.23,04-04-2018,13-04-2018,TRUE
1682,2018-02-13T11:53:00Z,TX,3500,3500,R,38,26,Monthly,642.05,14-02-2018,28-02-2018,FALSE
206,2018-04-04T17:21:46Z,CA,3000,3000,R,48,12,Monthly,235.3,04-04-2018,30-04-2018,TRUE
788,2018-03-18T13:55:55Z,CA,9600,4800,R,212,206,BiWeekly,235.3,18-03-2018,06-04-2018,FALSE
1220,2018-03-01T12:10:37Z,CA,1350,1350,R,54,9,Monthly,235.3,01-03-2018,20-03-2018,FALSE
1805,2018-02-08T16:30:00Z,CA,11608,5804,R,12,36,BiMonthly,300,08-02-2018,16-02-2018,FALSE
1741,2018-02-12T12:22:00Z,TX,6000,3000,R,120,30,BiWeekly,513.2,12-02-2018,23-02-2018,FALSE
1450,2018-02-21T14:54:33Z,CA,9000,4500,R,24,6,BiWeekly,117.65,21-02-2018,09-03-2018,TRUE
1526,2018-02-17T21:07:30Z,CA,1828,914,R,13,36,BiWeekly,300,18-02-2018,26-02-2018,FALSE
1206,2018-03-01T16:02:33Z,TX,6000,6000,O,186,36,Monthly,643.83,01-03-2018,29-03-2018,TRUE
839,2018-03-15T17:21:28Z,TX,7000,3500,R,48,48,BiWeekly,642.05,15-03-2018,30-03-2018,TRUE
689,2018-03-21T12:08:23Z,TX,2500,2500,R,37,31,Monthly,641.78,21-03-2018,03-04-2018,FALSE
732,2018-03-19T21:38:55Z,CA,3500,3500,R,12,6,Monthly,117.65,20-03-2018,10-04-2018,FALSE
502,2018-03-27T10:40:21Z,CA,1500,1500,O,60,6,Monthly,117.65,27-03-2018,27-04-2018,FALSE
1928,2018-02-02T16:48:00Z,CA,7404,3702,R,51,36,BiWeekly,300,02-02-2018,23-02-2018,TRUE
1817,2018-02-08T12:57:00Z,CA,6500,6500,R,12,9,Monthly,235.3,08-02-2018,16-02-2018,FALSE
292,2018-04-02T17:45:56Z,CA,1556,1556,R,32,30,Monthly,300,02-04-2018,20-04-2018,TRUE
1707,2018-02-12T17:31:00Z,CA,10000,5000,R,36,6,BiWeekly,117.65,12-02-2018,23-02-2018,TRUE
1735,2018-02-12T14:00:00Z,TX,2600,1300,R,60,36,BiWeekly,449.05,12-02-2018,23-02-2018,FALSE
1968,2018-02-01T03:33:00Z,CA,7000,3500,R,28,30,BiWeekly,300,01-02-2018,09-02-2018,FALSE
449,2018-03-28T12:55:37Z,TX,3500,1750,R,24,30,BiWeekly,642.73,03-04-2018,17-04-2018,FALSE
309,2018-04-02T14:02:15Z,CA,3000,1500,R,60,36,BiWeekly,117.65,03-04-2018,17-04-2018,FALSE
60,2018-04-09T08:22:08Z,TX,2500,1250,R,24,12,BiWeekly,256.6,12-04-2018,20-04-2018,TRUE
15,2018-04-09T17:24:33Z,CA,3000,1500,R,24,60,BiWeekly,117.65,09-04-2018,20-04-2018,FALSE
917,2018-03-13T15:12:54Z,CA,766,383,R,24,15,BiWeekly,235.3,13-03-2018,23-03-2018,TRUE
1590,2018-02-15T09:49:35Z,CA,1945,1945,R,63,36,Monthly,117.65,15-02-2018,02-03-2018,FALSE
1229,2018-03-01T10:12:11Z,CA,4800,2400,R,99,152,BiWeekly,117.65,01-03-2018,09-03-2018,FALSE
1806,2018-02-08T15:52:00Z,CA,1136,568,R,24,36,BiMonthly,300,08-02-2018,23-02-2018,FALSE
21,2018-04-09T16:19:39Z,CA,4500,2250,O,72,6,BiWeekly,117.65,09-04-2018,20-04-2018,TRUE
